         521498010 function calls (521495097 primitive calls) in 566.919 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\range.py:709(<listcomp>)
       45    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\base.py:397(ndim)
        4    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\workbook\views.py:41(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\algorithms.py:274(_get_values_for_rank)
       21    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:1169(_validate_skipfooter_arg)
        9    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\base.py:618(empty)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\descriptors\base.py:262(__set__)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\ops.py:899(result_index)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:651(add_columns_summary_line)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\format.py:671(_is_in_terminal)
        4    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\zipfile.py:213(_EndRecData64)
       40    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\nanops.py:172(_get_fill_value)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:543(_get_gross_column_widths)
        4    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\named_styles.py:51(__init__)
        6    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\importlib\__init__.py:109(import_module)
       13    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\common.py:403(get_compression_method)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\api.py:91(<listcomp>)
       18    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:92(header)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\api.py:232(_sanitize_and_check)
        3    0.000    0.000    0.272    0.091 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:545(isna)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:366(_initialize_max_cols)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\resample.py:146(ax)
        2    0.000    0.000    0.004    0.002 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\stylesheet.py:56(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:538(header_column_widths)
        9    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:361(col_count)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\worksheet\page.py:39(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\resample.py:404(_apply_loffset)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\format.py:593(_initialize_columns)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:85(_initialize_memory_usage)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\frame.py:8795(<listcomp>)
       12    0.000    0.000    0.004    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\descriptors\sequence.py:84(from_tree)
       13    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:1541(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:586(<listcomp>)
       16    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:701(<genexpr>)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:351(exceeds_info_cols)
        4    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\threading.py:81(RLock)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\concat.py:365(<setcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2881(prod)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\series.py:721(__array__)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:1419(close)
       27    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\missing.py:64(clean_fill_method)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\grouper.py:739(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:356(exceeds_info_rows)
        6    0.000    0.000    0.009    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\grouper.py:594(result_index)
       21    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:2695(<setcomp>)
       21    0.000    0.000    0.000    0.000 {built-in method numpy.datetime_data}
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\format.py:695(truncate)
        3    0.000    0.000    0.002    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\ops.py:914(groupings)
       24    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:1407(<setcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1887(_interleaved_dtype)
       13    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\common.py:198(is_fsspec_url)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\ops.py:259(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:346(max_rows)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:371(_initialize_show_counts)
        3    0.000    0.000    0.019    0.006 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\resample.py:188(_set_binner)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\arrays\datetimes.py:2298(_infer_tz_from_endpoints)
        3    0.000    0.000    0.005    0.002 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:1089(__exit__)
        5    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\ipykernel\iostream.py:93(_event_pipe)
        3    0.000    0.000    0.003    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\reshape\concat.py:542(_get_comb_axis)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:495(col_count)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\worksheet\protection.py:75(__init__)
        6    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
       30    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:508(<dictcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:1816(nonzero)
       33    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\common.py:160(<genexpr>)
       28    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\algorithms.py:256(_get_hashtable_algo)
       42    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\worksheet\_read_only.py:184(max_column)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\packaging\workbook.py:130(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\grouper.py:857(_is_label_like)
       38    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\descriptors\base.py:226(__set__)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\workbook\child.py:70(title)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\workbook\protection.py:55(__init__)
       21    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(bincount)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\grouper.py:276(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:1517(find_common_type)
       24    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:1199(_validate_usecols_arg)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\worksheet\properties.py:64(__init__)
       21    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:3070(_clear_buffer)
       32    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\descriptors\serialisable.py:184(__ne__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:147(__enter__)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\workbook\properties.py:40(__init__)
        6    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1002(_gcd_import)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\codecs.py:186(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:954(is_datetime64_ns_dtype)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\compat\numpy\function.py:375(validate_resampler_func)
       21    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\excel\_util.py:126(maybe_convert_usecols)
        4    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\excel\_openpyxl.py:477(_workbook_class)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\grouper.py:737(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:698(any_extension_types)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:228(__init__)
       30    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2333(_all_dispatcher)
       16    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1052(<genexpr>)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\format.py:1684(<lambda>)
       23    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\descriptors\nested.py:97(from_tree)
        5    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\codecs.py:309(__init__)
        3    0.000    0.000    0.002    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\ops.py:916(<listcomp>)
       42    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\worksheet\_read_only.py:174(max_row)
       24    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:5011(_maybe_promote)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\aggregation.py:249(maybe_mangle_lambdas)
       10    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\borders.py:105(__iter__)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\series.py:426(_constructor_expanddim)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\named_styles.py:263(names)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:100(_initialize_index_label)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\numeric.py:107(_shallow_copy)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\format.py:638(_calc_max_rows_fitted)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\series.py:1480(items)
       21    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\multiarray.py:1043(copyto)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(prod)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:6189(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexing.py:1426(_validate_integer)
        3    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:628(astype)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\format.py:402(__init__)
       21    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:2770(_handle_usecols)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\generic.py:350(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1903(<listcomp>)
        3    0.000    0.000    0.002    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\extension.py:322(_isnan)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:197(write_cols)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:154(_initialize_chunksize)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\distutils\version.py:51(__lt__)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\api.py:253(<setcomp>)
        2    0.000    0.000    0.002    0.001 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\reader\excel.py:122(__init__)
        3    0.000    0.000    0.002    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\arrays\datetimelike.py:763(isna)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:3786(_refine_defaults_read)
       42    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        3    0.000    0.000    0.053    0.018 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:429(memory_usage_string)
       47    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\_collections_abc.py:268(__iter__)
        6    0.000    0.000    0.000    0.000 <string>:1(__new__)
       21    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\range.py:207(start)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\zipfile.py:1818(__del__)
        8    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\fills.py:84(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1519(is_complex_dtype)
       24    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\numeric.py:78(_validate_dtype)
       30    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1634(is_consolidated)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:546(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:2136(<dictcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\common.py:191(count_not_none)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\format.py:569(_initialize_sparsify)
        3    0.000    0.000    0.012    0.004 <__array_function__ internals>:2(repeat)
       21    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\range.py:230(stop)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\reshape\concat.py:482(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\generic.py:349(<dictcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\packaging\manifest.py:57(__init__)
        3    0.000    0.000    0.003    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\api.py:65(get_objs_combined_axis)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\resample.py:170(_convert_obj)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:633(convert)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\grouper.py:738(<genexpr>)
       30    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:581(<lambda>)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:750(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:5001(_index_as_unique)
        8    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:308(__len__)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\reshape\concat.py:529(_get_result_dim)
       21    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\workbook\workbook.py:137(data_only)
       54    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\numbers.py:144(builtin_format_code)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\reader\excel.py:176(read_theme)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\base.py:386(shape)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\ipykernel\iostream.py:323(_schedule_flush)
        2    0.000    0.000    1.323    0.661 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\excel\_openpyxl.py:459(__init__)
       20    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\datetimelike.py:126(_is_all_dates)
       16    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\nanops.py:1397(check_below_min_count)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\arrays\_mixins.py:184(<listcomp>)
       26    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\colors.py:97(value)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\grouper.py:588(codes)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\arrays\datetimes.py:551(__array__)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\format.py:2051(<genexpr>)
       30    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\format.py:627(_calc_max_cols_fitted)
        3    0.000    0.000    0.002    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:414(dtypes)
        9    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:644(headers)
        4    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\worksheet\dimensions.py:190(__init__)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(diff)
        3    0.000    0.000    0.203    0.068 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\extension.py:49(cached)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\arrays\numpy_.py:202(__array__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:937(_sanity_check)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:72(ensure_float)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\common.py:156(not_none)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:303(__len__)
        3    0.000    0.000    0.002    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:240(dtypes)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\resample.py:1144(_wrap_result)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:490(ids)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\ops.py:910(names)
       23    0.000    0.000    0.000    0.000 {method 'close' of 'xml.etree.ElementTree.TreeBuilder' objects}
       24    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       15    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\common.py:195(<genexpr>)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\groupby.py:686(_reset_group_selection)
       16    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\descriptors\namespace.py:4(namespaced)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\generic.py:3978(_check_inplace_and_allows_duplicate_labels)
        3    0.000    0.000    0.027    0.009 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:419(dtype_counts)
       26    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\urllib\parse.py:99(_noop)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\numeric.py:2193(_isclose_dispatcher)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:6188(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:1803(is_boolean)
       21    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\range.py:253(step)
        4    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\zipfile.py:1405(namelist)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\ops.py:267(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:2134(<listcomp>)
        3    0.000    0.000    0.326    0.109 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:434(non_null_counts)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\reader\excel.py:100(_find_workbook_part)
        2    0.000    0.000    1.322    0.661 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\reader\excel.py:288(load_workbook)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\aggregation.py:46(reconstruct_func)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:151(__exit__)
        2    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\packaging\manifest.py:97(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\zipfile.py:1822(close)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\series.py:2691(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\stylesheet.py:119(_expand_named_style)
       24    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\reshape\concat.py:558(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\numbers.py:171(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\numeric.py:71(_zeros_like_dispatcher)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\base.py:333(_get_cython_func)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\series.py:781(axes)
        2    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\named_styles.py:189(append)
        3    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\util\numba_.py:15(maybe_use_numba)
        4    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\table.py:81(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\numerictypes.py:622(<listcomp>)
